,class_id,destination,duration,lines,origin,route,timestamps,transfers,transferstations,waiting_time
ba4be35a-8dca-11e9-993c-7831c1d08f6a,3,Centraal Station,3,['tram24_0'],Dam,"['Dam', 'Centraal Station']","['20:00:00', '20:32:00', '20:32:00', '20:35:00']",0,[],32.0
ba4dbf90-8dca-11e9-afae-7831c1d08f6a,3,Station Zuid,11,['metro52_0'],Centraal Station,"['Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid']","['20:00:00', '20:04:00', '20:04:00', '20:15:00']",0,[],3.9833333333333334
ba501cd8-8dca-11e9-b5cf-7831c1d08f6a,2,Europaplein,6,['metro52_0'],Rokin,"['Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein']","['20:00:01', '20:06:00', '20:06:00', '20:12:00']",0,[],5.966666666666667
ba51cb8a-8dca-11e9-bc8c-7831c1d08f6a,2,Noord,11,['metro52_1'],De Pijp,"['De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station', 'Noorderpark', 'Noord']","['20:00:01', '20:09:00', '20:09:00', '20:20:00']",0,[],8.966666666666667
ba53d7e2-8dca-11e9-99b4-7831c1d08f6a,3,Wibautstraat,18.0,"['metro52_1', 'metro53_1']",Station Zuid,"['Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat']","['20:00:02', '20:05:00', '20:05:00', '20:15:00', '20:15:00', '20:23:00', '20:23:00', '20:28:00']",1,['Centraal Station'],4.95
ba546250-8dca-11e9-adcb-7831c1d08f6a,2,De Pijp,4,['metro52_1'],Station Zuid,"['Station Zuid', 'Europaplein', 'De Pijp']","['20:00:02', '20:05:00', '20:05:00', '20:09:00']",0,[],4.95
ba5d6e0c-8dca-11e9-89ce-7831c1d08f6a,3,Noord,7,['metro52_1'],Rokin,"['Rokin', 'Centraal Station', 'Noorderpark', 'Noord']","['20:00:03', '20:13:00', '20:13:00', '20:20:00']",0,[],12.933333333333334
ba631f1e-8dca-11e9-81fa-7831c1d08f6a,3,Station RAI,18.0,"['metro53_1', 'metro50_1']",Centraal Station,"['Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Overamstel', 'Station RAI']","['20:00:04', '20:03:00', '20:03:00', '20:15:00', '20:15:00', '20:21:00', '20:21:00', '20:26:00']",1,['Van der Madeweg'],2.9166666666666665
ba653b1e-8dca-11e9-a7b0-7831c1d08f6a,2,De Pijp,15.0,"['metro50_1', 'metro52_1']",Station Bijlmer ArenA,"['Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Europaplein', 'De Pijp']","['20:00:04', '20:07:00', '20:07:00', '20:18:00', '20:18:00', '20:23:00', '20:23:00', '20:27:00']",1,['Station Zuid'],6.916666666666667
ba68ab34-8dca-11e9-9bc7-7831c1d08f6a,1,Nieuwezijds Kolk,16.0,"['metro53_0', 'tram12_0']",Amstelstation,"['Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station', 'Nieuwezijds Kolk']","['20:00:05', '20:16:00', '20:16:00', '20:24:00', '20:24:00', '20:35:00', '20:35:00', '20:37:00']",1,['Centraal Station'],15.9
ba6af100-8dca-11e9-af73-7831c1d08f6a,1,Station Bijlmer ArenA,22.0,"['metro53_0', 'metro50_0']",Gaasperplas,"['Gaasperplas', 'Kraaienneststation', 'Station Ganzenhoef', 'Verrijn Stuartweg', 'Station Diemen-Zuid', 'Venserpolder', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA']","['20:00:05', '20:03:00', '20:03:00', '20:13:00', '20:13:00', '20:25:00', '20:25:00', '20:30:00']",1,['Van der Madeweg'],2.9
ba6bec18-8dca-11e9-a74e-7831c1d08f6a,2,Station Zuid,34.0,"['metro52_1', 'metro53_1', 'metro50_1']",De Pijp,"['De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid']","['20:00:06', '20:09:00', '20:09:00', '20:15:00', '20:15:00', '20:23:00', '20:23:00', '20:35:00', '20:35:00', '20:41:00', '20:41:00', '20:48:00']",2,"['Centraal Station', 'Van der Madeweg']",8.883333333333333
ba6e6e18-8dca-11e9-841c-7831c1d08f6a,3,Van der Madeweg,24.0,"['tram12_0', 'metro53_1']",Leidseplein,"['Leidseplein', 'Rijksmuseum', 'Van Baerlestraat', 'Museumplein', 'Roelof Hartplein', 'De Pijp', 'Cornelis Troostplein', 'Scheldestraat', 'Maasstraat', 'Waalstraat', 'Victorieplein', 'Amsteldijk', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg']","['20:00:06', '20:46:00', '20:46:00']",1,['Amstelstation'],45.88333333333333
ba722698-8dca-11e9-bca1-7831c1d08f6a,2,Venserpolder,34.0,"['tram12_0', 'metro53_1']",Nieuwezijds Kolk,"['Nieuwezijds Kolk', 'Dam', 'Spui', 'Koningsplein', 'Keizersgracht', 'Prinsengracht', 'Leidseplein', 'Rijksmuseum', 'Van Baerlestraat', 'Museumplein', 'Roelof Hartplein', 'De Pijp', 'Cornelis Troostplein', 'Scheldestraat', 'Maasstraat', 'Waalstraat', 'Victorieplein', 'Amsteldijk', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Venserpolder']","['20:00:07', '20:37:00', '20:37:00']",1,['Amstelstation'],36.86666666666667
ba7402ae-8dca-11e9-8e5f-7831c1d08f6a,2,Weesperplein,39.0,"['metro52_0', 'metro50_0', 'metro53_0']",Rokin,"['Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid', 'Station RAI', 'Overamstel', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein']","['20:00:08', '20:06:00', '20:06:00', '20:15:00', '20:15:00', '20:17:00', '20:17:00', '20:25:00', '20:25:00', '20:33:00', '20:33:00', '20:40:00']",2,"['Station Zuid', 'Van der Madeweg']",5.85
ba747f74-8dca-11e9-8147-7831c1d08f6a,3,De Pijp,4,['metro52_0'],Rokin,"['Rokin', 'Vijzelgracht', 'De Pijp']","['20:00:08', '20:06:00', '20:06:00', '20:10:00']",0,[],5.85
ba766628-8dca-11e9-b034-7831c1d08f6a,1,Noord,5,['metro52_1'],Centraal Station,"['Centraal Station', 'Noorderpark', 'Noord']","['20:00:09', '20:15:00', '20:15:00', '20:20:00']",0,[],14.833333333333334
ba77a89e-8dca-11e9-8fc1-7831c1d08f6a,2,Station Zuid,13,['metro52_0'],Noorderpark,"['Noorderpark', 'Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid']","['20:00:09', '20:02:00', '20:02:00', '20:15:00']",0,[],1.8333333333333333
ba797612-8dca-11e9-8ba3-7831c1d08f6a,3,Olympiaplein,19.0,"['metro52_1', 'tram24_1']",Europaplein,"['Europaplein', 'De Pijp', 'Roelof Hartplein', 'Gerrit v.d. Veenstraat', 'Beethovenstraat', 'Minervaplein', 'Olympiaplein']","['20:00:10', '20:07:00', '20:07:00', '20:09:00', '20:09:00', '20:13:00', '20:13:00', '20:21:00']",1,['De Pijp'],6.816666666666666
ba7b6012-8dca-11e9-86b1-7831c1d08f6a,3,Muntplein,18.0,"['metro53_0', 'tram24_1']",Amstelstation,"['Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station', 'Dam', 'Rokin', 'Muntplein']","['20:00:11', '20:16:00', '20:16:00', '20:24:00', '20:24:00', '20:34:00', '20:34:00', '20:39:00']",1,['Centraal Station'],15.8
ba885628-8dca-11e9-b68e-7831c1d08f6a,1,Kraaienneststation,10,['metro53_1'],Spaklerweg,"['Spaklerweg', 'Van der Madeweg', 'Venserpolder', 'Station Diemen-Zuid', 'Verrijn Stuartweg', 'Station Ganzenhoef', 'Kraaienneststation']","['20:00:11', '20:13:00', '20:13:00', '20:23:00']",0,[],12.8
ba8a9974-8dca-11e9-b205-7831c1d08f6a,3,Rokin,8,['metro52_1'],Station Zuid,"['Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin']","['20:00:12', '20:05:00', '20:05:00', '20:13:00']",0,[],4.783333333333333
ba8f0bba-8dca-11e9-891a-7831c1d08f6a,2,Noord,15,['metro52_1'],Station Zuid,"['Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station', 'Noorderpark', 'Noord']","['20:00:12', '20:05:00', '20:05:00', '20:20:00']",0,[],4.783333333333333
ba9077ae-8dca-11e9-bfb5-7831c1d08f6a,2,Station Zuid,34.0,"['metro52_1', 'metro53_1', 'metro50_1']",De Pijp,"['De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid']","['20:00:13', '20:09:00', '20:09:00', '20:15:00', '20:15:00', '20:23:00', '20:23:00', '20:35:00', '20:35:00', '20:41:00', '20:41:00', '20:48:00']",2,"['Centraal Station', 'Van der Madeweg']",8.766666666666667
