,class_id,destination,duration,lines,origin,route,timestamps,transfers,transferstations,waiting_time
dc53994c-8dc1-11e9-b2d5-7831c1d08f6a,2,Station Zuid,11,['metro50_1'],Station Bijlmer ArenA,"['Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid']","['14:00:00', '14:07:00', '14:07:00', '14:18:00']",0,[],7.0
dc558cde-8dc1-11e9-8a72-7831c1d08f6a,2,Station Zuid,11.0,"['tram24_1', 'metro52_0']",Marie Heinekenplein,"['Marie Heinekenplein', 'De Pijp', 'Europaplein', 'Station Zuid']","['14:00:00', '14:11:00', '14:11:00', '14:13:00', '14:13:00', '14:16:00', '14:16:00', '14:21:00']",1,['De Pijp'],10.983333333333333
dc5692b4-8dc1-11e9-a8ca-7831c1d08f6a,3,Centraal Station,10,['metro52_1'],Station Zuid,"['Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station']","['14:00:00', '14:05:00', '14:05:00', '14:15:00']",0,[],4.983333333333333
dc58ec58-8dc1-11e9-941d-7831c1d08f6a,2,Postjesweg,31.0,"['metro53_1', 'metro50_1']",Centraal Station,"['Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg', 'Heemstedestraat', 'Station Lelylaan', 'Postjesweg']","['14:00:00', '14:03:00', '14:03:00', '14:15:00', '14:15:00', '14:21:00', '14:21:00', '14:39:00']",1,['Van der Madeweg'],2.9833333333333334
dc5a3842-8dc1-11e9-a8b3-7831c1d08f6a,2,Station Zuid,9,['metro52_0'],Rokin,"['Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid']","['14:00:01', '14:06:00', '14:06:00', '14:15:00']",0,[],5.966666666666667
dc5b51e6-8dc1-11e9-92bf-7831c1d08f6a,3,Centraal Station,14,['tram12_1'],Museumplein,"['Museumplein', 'Van Baerlestraat', 'Rijksmuseum', 'Leidseplein', 'Prinsengracht', 'Keizersgracht', 'Koningsplein', 'Spui', 'Dam', 'Nieuwezijds Kolk', 'Centraal Station']","['14:00:01', '14:17:00', '14:17:00', '14:31:00']",0,[],16.966666666666665
dc5dc8cc-8dc1-11e9-b249-7831c1d08f6a,3,Station Bijlmer ArenA,39.0,"['tram24_1', 'metro50_0']",Dam,"['Dam', 'Rokin', 'Muntplein', 'Vijzelgracht', 'Marie Heinekenplein', 'De Pijp', 'Roelof Hartplein', 'Gerrit v.d. Veenstraat', 'Beethovenstraat', 'Minervaplein', 'Olympiaplein', 'Olympiaweg', 'Olympisch stadion', 'IJsbaanpad', 'Amstelveenseweg', 'Station Zuid', 'Station RAI', 'Overamstel', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA']","['14:00:01', '14:06:00', '14:06:00', '14:28:00', '14:28:00', '14:35:00', '14:35:00', '14:50:00']",1,['Amstelveenseweg'],5.966666666666667
dc5feb3e-8dc1-11e9-afe4-7831c1d08f6a,3,VU medisch centrum,22.0,"['metro50_0', 'tram24_1']",Station Sloterdijk,"['Station Sloterdijk', 'Burg.de Vlugtlaan', 'Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'VU medisch centrum']","['14:00:02', '14:04:00', '14:04:00', '14:15:00', '14:15:00', '14:28:00', '14:28:00', '14:30:00']",1,['Amstelveenseweg'],3.95
dc60d9ae-8dc1-11e9-a58b-7831c1d08f6a,3,Vijzelgracht,15.0,"['tram12_1', 'metro52_1']",Amstelstation,"['Amstelstation', 'Amsteldijk', 'Victorieplein', 'Waalstraat', 'Maasstraat', 'Scheldestraat', 'Cornelis Troostplein', 'De Pijp', 'Vijzelgracht']","['14:00:02', '14:03:00', '14:03:00', '14:14:00', '14:14:00', '14:15:00', '14:15:00', '14:17:00']",1,['De Pijp'],2.95
dc634e3a-8dc1-11e9-9a8f-7831c1d08f6a,3,Victorieplein,21.0,"['tram24_0', 'tram12_0']",IJsbaanpad,"['IJsbaanpad', 'Olympisch stadion', 'Olympiaweg', 'Olympiaplein', 'Minervaplein', 'Beethovenstraat', 'Gerrit v.d. Veenstraat', 'Roelof Hartplein', 'De Pijp', 'Cornelis Troostplein', 'Scheldestraat', 'Maasstraat', 'Waalstraat', 'Victorieplein']","['14:00:02', '14:10:00', '14:10:00', '14:20:00', '14:20:00', '14:21:00', '14:21:00', '14:30:00']",1,['Roelof Hartplein'],9.95
dc65b2e4-8dc1-11e9-848b-7831c1d08f6a,1,Station Holendrecht,24.0,"['metro53_1', 'metro50_0']",Centraal Station,"['Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA', 'Bullewijk', 'Station Holendrecht']","['14:00:03', '14:03:00', '14:03:00', '14:15:00', '14:15:00', '14:25:00', '14:25:00', '14:32:00']",1,['Van der Madeweg'],2.933333333333333
dc68af08-8dc1-11e9-a0c7-7831c1d08f6a,2,Station Diemen-Zuid,27.0,"['metro50_1', 'metro52_1', 'metro53_1']",Station RAI,"['Station RAI', 'Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Venserpolder', 'Station Diemen-Zuid']","['14:00:03', '14:16:00', '14:16:00', '14:18:00', '14:18:00', '14:23:00', '14:23:00', '14:33:00', '14:33:00', '14:43:00', '14:43:00', '14:58:00']",2,"['Station Zuid', 'Centraal Station']",15.933333333333334
