,class_id,destination,duration,lines,origin,route,timestamps,transfers,transferstations,waiting_time
1f44cdd0-8dc1-11e9-8a02-7831c1d08f6a,1,Kraaienneststation,17,['metro53_1'],Waterlooplein,"['Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Venserpolder', 'Station Diemen-Zuid', 'Verrijn Stuartweg', 'Station Ganzenhoef', 'Kraaienneststation']","['14:00:00', '14:06:00', '14:06:00', '14:23:00']",0,[],6.0
1f4a972e-8dc1-11e9-9c7d-7831c1d08f6a,1,Station Holendrecht,25.0,"['metro52_0', 'metro50_0']",Europaplein,"['Europaplein', 'Station Zuid', 'Station RAI', 'Overamstel', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA', 'Bullewijk', 'Station Holendrecht']","['14:00:00', '14:12:00', '14:12:00', '14:15:00', '14:15:00', '14:17:00', '14:17:00', '14:32:00']",1,['Station Zuid'],11.983333333333333
1f4c2eae-8dc1-11e9-894d-7831c1d08f6a,1,Vijzelgracht,2,['metro52_1'],De Pijp,"['De Pijp', 'Vijzelgracht']","['14:00:00', '14:09:00', '14:09:00', '14:11:00']",0,[],8.983333333333333
1f4d3cc2-8dc1-11e9-bbb5-7831c1d08f6a,1,De Pijp,2,['metro52_1'],Europaplein,"['Europaplein', 'De Pijp']","['14:00:00', '14:07:00', '14:07:00', '14:09:00']",0,[],6.983333333333333
1f519b46-8dc1-11e9-bbc8-7831c1d08f6a,3,Bullewijk,19.0,"['metro53_1', 'metro50_0']",Weesperplein,"['Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA', 'Bullewijk']","['14:00:01', '14:07:00', '14:07:00', '14:15:00', '14:15:00', '14:25:00', '14:25:00', '14:31:00']",1,['Van der Madeweg'],6.966666666666667
1f52a9dc-8dc1-11e9-b5e5-7831c1d08f6a,3,De Pijp,4,['metro52_0'],Rokin,"['Rokin', 'Vijzelgracht', 'De Pijp']","['14:00:01', '14:06:00', '14:06:00', '14:10:00']",0,[],5.966666666666667
1f569db4-8dc1-11e9-b2a6-7831c1d08f6a,1,Weesperplein,20.0,"['tram12_1', 'metro53_1']",Leidseplein,"['Leidseplein', 'Prinsengracht', 'Keizersgracht', 'Koningsplein', 'Spui', 'Dam', 'Nieuwezijds Kolk', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein']","['14:00:01', '14:22:00', '14:22:00', '14:31:00', '14:31:00', '14:33:00', '14:33:00', '14:37:00']",1,['Centraal Station'],21.966666666666665
1f58e9dc-8dc1-11e9-b8e6-7831c1d08f6a,2,Rokin,23.0,"['metro53_1', 'tram12_1', 'metro52_1']",Centraal Station,"['Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Amsteldijk', 'Victorieplein', 'Waalstraat', 'Maasstraat', 'Scheldestraat', 'Cornelis Troostplein', 'De Pijp', 'Vijzelgracht', 'Rokin']","['14:00:02', '14:03:00', '14:03:00', '14:10:00', '14:10:00', '14:15:00', '14:15:00', '14:26:00', '14:26:00', '14:27:00', '14:27:00', '14:31:00']",2,"['Amstelstation', 'De Pijp']",2.95
1f5c20ca-8dc1-11e9-b195-7831c1d08f6a,3,Van der Madeweg,8,['metro53_1'],Weesperplein,"['Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg']","['14:00:02', '14:07:00', '14:07:00', '14:15:00']",0,[],6.95
1f5fdfd0-8dc1-11e9-9578-7831c1d08f6a,1,Kraaienneststation,25.0,"['metro52_1', 'metro53_1']",Rokin,"['Rokin', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Venserpolder', 'Station Diemen-Zuid', 'Verrijn Stuartweg', 'Station Ganzenhoef', 'Kraaienneststation']","['14:00:02', '14:13:00', '14:13:00', '14:15:00', '14:15:00', '14:23:00', '14:23:00', '14:43:00']",1,['Centraal Station'],12.95
1f606978-8dc1-11e9-a087-7831c1d08f6a,3,De Pijp,4,['metro52_1'],Station Zuid,"['Station Zuid', 'Europaplein', 'De Pijp']","['14:00:03', '14:05:00', '14:05:00', '14:09:00']",0,[],4.933333333333334
1f62643a-8dc1-11e9-bb26-7831c1d08f6a,3,Waterlooplein,12,['metro53_0'],Venserpolder,"['Venserpolder', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein']","['14:00:03', '14:10:00', '14:10:00', '14:22:00']",0,[],9.933333333333334
1f635188-8dc1-11e9-ab4d-7831c1d08f6a,1,Dam,10.0,"['metro52_0', 'tram12_0']",Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Nieuwezijds Kolk', 'Dam']","['14:00:03', '14:06:00', '14:06:00', '14:10:00', '14:10:00', '14:11:00', '14:11:00', '14:15:00']",1,['Centraal Station'],5.933333333333334
1f63cf5a-8dc1-11e9-9801-7831c1d08f6a,1,Centraal Station,6,['metro52_1'],De Pijp,"['De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station']","['14:00:04', '14:09:00', '14:09:00', '14:15:00']",0,[],8.916666666666666
1f659a1a-8dc1-11e9-8e13-7831c1d08f6a,2,Europaplein,2,['metro52_1'],Station Zuid,"['Station Zuid', 'Europaplein']","['14:00:04', '14:05:00', '14:05:00', '14:07:00']",0,[],4.916666666666667
1f6618c8-8dc1-11e9-98d8-7831c1d08f6a,1,De Pijp,11.0,"['metro50_1', 'metro52_1']",Van der Madeweg,"['Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Europaplein', 'De Pijp']","['14:00:04', '14:11:00', '14:11:00', '14:18:00', '14:18:00', '14:23:00', '14:23:00', '14:27:00']",1,['Station Zuid'],10.916666666666666
1f69471e-8dc1-11e9-aa04-7831c1d08f6a,3,Station Zuid,23.0,"['tram12_0', 'metro52_0']",Spui,"['Spui', 'Koningsplein', 'Keizersgracht', 'Prinsengracht', 'Leidseplein', 'Rijksmuseum', 'Van Baerlestraat', 'Museumplein', 'Roelof Hartplein', 'De Pijp', 'Europaplein', 'Station Zuid']","['14:00:05', '14:11:00', '14:11:00', '14:24:00', '14:24:00', '14:28:00', '14:28:00', '14:33:00']",1,['De Pijp'],10.9
1f6a918c-8dc1-11e9-9b60-7831c1d08f6a,1,Roelof Hartplein,1,['tram24_1'],De Pijp,"['De Pijp', 'Roelof Hartplein']","['14:00:05', '14:13:00', '14:13:00', '14:14:00']",0,[],12.9
1f700766-8dc1-11e9-bcc7-7831c1d08f6a,1,Station Holendrecht,24.0,"['metro52_1', 'metro53_1', 'metro50_0']",Rokin,"['Rokin', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA', 'Bullewijk', 'Station Holendrecht']","['14:00:05', '14:13:00', '14:13:00', '14:15:00', '14:15:00', '14:23:00', '14:23:00', '14:35:00', '14:35:00', '14:45:00', '14:45:00', '14:52:00']",2,"['Centraal Station', 'Van der Madeweg']",12.9
