,class_id,destination,duration,lines,origin,route,timestamps,transfers,transferstations,waiting_time
cf14e2b4-8dbb-11e9-811a-7831c1d08f6a,1,Dam,2,['tram24_1'],Centraal Station,"['Centraal Station', 'Dam']","['11:00:00', '11:04:00', '11:04:00', '11:06:00']",0,[],4.0
cf17f9cc-8dbb-11e9-a3ee-7831c1d08f6a,3,Station Sloterdijk,34.0,"['metro53_0', 'metro50_1']",Kraaienneststation,"['Kraaienneststation', 'Station Ganzenhoef', 'Verrijn Stuartweg', 'Station Diemen-Zuid', 'Venserpolder', 'Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg', 'Heemstedestraat', 'Station Lelylaan', 'Postjesweg', 'Jan v.Galenstraat', 'Burg.de Vlugtlaan', 'Station Sloterdijk']","['11:00:00', '11:04:00', '11:04:00', '11:13:00', '11:13:00', '11:21:00', '11:21:00', '11:43:00']",1,['Van der Madeweg'],3.9833333333333334
cf191d02-8dbb-11e9-a7bd-7831c1d08f6a,1,Centraal Station,21.0,"['metro50_1', 'metro52_1']",Station Bijlmer ArenA,"['Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station']","['11:00:00', '11:07:00', '11:07:00', '11:18:00', '11:18:00', '11:23:00', '11:23:00', '11:33:00']",1,['Station Zuid'],6.983333333333333
cf199e30-8dbb-11e9-9b5f-7831c1d08f6a,2,De Pijp,4,['metro52_1'],Station Zuid,"['Station Zuid', 'Europaplein', 'De Pijp']","['11:00:01', '11:05:00', '11:05:00', '11:09:00']",0,[],4.966666666666667
cf1c55da-8dbb-11e9-a906-7831c1d08f6a,2,Jan v.Galenstraat,20,['metro50_1'],Station Duivendrecht,"['Station Duivendrecht', 'Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg', 'Heemstedestraat', 'Station Lelylaan', 'Postjesweg', 'Jan v.Galenstraat']","['11:00:01', '11:10:00', '11:10:00', '11:30:00']",0,[],9.966666666666667
cf1f4fd8-8dbb-11e9-98f4-7831c1d08f6a,1,Station Bijlmer ArenA,24.0,"['metro52_1', 'metro53_1', 'metro50_0']",Vijzelgracht,"['Vijzelgracht', 'Rokin', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA']","['11:00:02', '11:11:00', '11:11:00', '11:15:00', '11:15:00', '11:23:00', '11:23:00', '11:35:00', '11:35:00', '11:45:00', '11:45:00', '11:50:00']",2,"['Centraal Station', 'Van der Madeweg']",10.95
cf21329e-8dbb-11e9-8ad1-7831c1d08f6a,1,Station RAI,2,['metro50_0'],Station Zuid,"['Station Zuid', 'Station RAI']","['11:00:02', '11:17:00', '11:17:00', '11:19:00']",0,[],16.95
cf23f428-8dbb-11e9-9327-7831c1d08f6a,1,Rijksmuseum,36.0,"['metro50_1', 'metro52_1', 'tram12_0']",Bullewijk,"['Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station', 'Nieuwezijds Kolk', 'Dam', 'Spui', 'Koningsplein', 'Keizersgracht', 'Prinsengracht', 'Leidseplein', 'Rijksmuseum']","['11:00:02', '11:06:00', '11:06:00', '11:18:00', '11:18:00', '11:23:00', '11:23:00', '11:33:00', '11:33:00', '11:35:00', '11:35:00', '11:47:00']",2,"['Station Zuid', 'Centraal Station']",5.95
cf258f9c-8dbb-11e9-9a1b-7831c1d08f6a,1,Rokin,15.0,"['metro53_0', 'metro52_0']",Amstelstation,"['Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station', 'Rokin']","['11:00:03', '11:16:00', '11:16:00', '11:24:00', '11:24:00', '11:28:00', '11:28:00', '11:30:00']",1,['Centraal Station'],15.933333333333334
cf277aa8-8dbb-11e9-9c03-7831c1d08f6a,1,Rokin,14.0,"['metro50_0', 'metro52_1']",Henk Sneevlietweg,"['Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin']","['11:00:03', '11:12:00', '11:12:00', '11:17:00', '11:17:00', '11:23:00', '11:23:00', '11:31:00']",1,['Station Zuid'],11.933333333333334
cf299808-8dbb-11e9-a2fc-7831c1d08f6a,1,Nieuwmarkt,10,['metro53_0'],Van der Madeweg,"['Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt']","['11:00:04', '11:13:00', '11:13:00', '11:23:00']",0,[],12.916666666666666
cf2c5018-8dbb-11e9-9f1c-7831c1d08f6a,1,Waterlooplein,15.0,"['metro52_0', 'metro53_1']",Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein']","['11:00:04', '11:06:00', '11:06:00', '11:10:00', '11:10:00', '11:13:00', '11:13:00', '11:16:00']",1,['Centraal Station'],5.916666666666667
