,class_id,destination,duration,lines,origin,route,timestamps,transfers,transferstations,waiting_time
c8f0ec62-8dbc-11e9-9e72-7831c1d08f6a,1,Weesperplein,10.0,"['metro52_0', 'metro53_1']",Noorderpark,"['Noorderpark', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein']","['11:00:00', '11:02:00', '11:02:00', '11:04:00', '11:04:00', '11:13:00', '11:13:00', '11:17:00']",1,['Centraal Station'],2.0
c8f49a90-8dbc-11e9-864d-7831c1d08f6a,2,Gein,33.0,"['metro52_1', 'metro53_1', 'metro50_0']",Europaplein,"['Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA', 'Bullewijk', 'Station Holendrecht', 'Reigersbos', 'Gein']","['11:00:00', '11:07:00', '11:07:00', '11:15:00', '11:15:00', '11:23:00', '11:23:00', '11:35:00', '11:35:00', '11:45:00', '11:45:00', '11:55:00']",2,"['Centraal Station', 'Van der Madeweg']",6.983333333333333
c8f75968-8dbc-11e9-adb8-7831c1d08f6a,1,Station Sloterdijk,28.0,"['metro53_0', 'metro50_1']",Venserpolder,"['Venserpolder', 'Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg', 'Heemstedestraat', 'Station Lelylaan', 'Postjesweg', 'Jan v.Galenstraat', 'Burg.de Vlugtlaan', 'Station Sloterdijk']","['11:00:00', '11:10:00', '11:10:00', '11:13:00', '11:13:00', '11:21:00', '11:21:00', '11:43:00']",1,['Van der Madeweg'],9.983333333333333
c8f8baee-8dbc-11e9-8c4a-7831c1d08f6a,3,Amstelstation,7,['metro53_1'],Centraal Station,"['Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation']","['11:00:01', '11:03:00', '11:03:00', '11:10:00']",0,[],2.966666666666667
c8fa1722-8dbc-11e9-9066-7831c1d08f6a,1,Amstelstation,7,['metro53_1'],Centraal Station,"['Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation']","['11:00:01', '11:03:00', '11:03:00', '11:10:00']",0,[],2.966666666666667
c8fb2228-8dbc-11e9-948b-7831c1d08f6a,1,Rokin,16.0,"['metro50_1', 'metro52_1']",Station Duivendrecht,"['Station Duivendrecht', 'Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin']","['11:00:02', '11:10:00', '11:10:00', '11:18:00', '11:18:00', '11:23:00', '11:23:00', '11:31:00']",1,['Station Zuid'],9.95
c8fdb8fa-8dbc-11e9-9c23-7831c1d08f6a,3,Station Duivendrecht,10,['metro50_0'],Station Zuid,"['Station Zuid', 'Station RAI', 'Overamstel', 'Van der Madeweg', 'Station Duivendrecht']","['11:00:02', '11:17:00', '11:17:00', '11:27:00']",0,[],16.95
c901bd58-8dbc-11e9-ad2d-7831c1d08f6a,1,Jan v.Galenstraat,26,['metro50_1'],Station Holendrecht,"['Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg', 'Heemstedestraat', 'Station Lelylaan', 'Postjesweg', 'Jan v.Galenstraat']","['11:00:02', '11:04:00', '11:04:00', '11:30:00']",0,[],3.95
c9028e70-8dbc-11e9-b1c9-7831c1d08f6a,1,Amstelstation,9,['tram12_0'],De Pijp,"['De Pijp', 'Cornelis Troostplein', 'Scheldestraat', 'Maasstraat', 'Waalstraat', 'Victorieplein', 'Amsteldijk', 'Amstelstation']","['11:00:03', '11:54:00', '11:54:00']",0,[],53.93333333333333
c904997a-8dbc-11e9-99ba-7831c1d08f6a,1,Verrijn Stuartweg,21.0,"['metro50_1', 'metro53_1']",Station Holendrecht,"['Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Venserpolder', 'Station Diemen-Zuid', 'Verrijn Stuartweg']","['11:00:03', '11:04:00', '11:04:00', '11:11:00', '11:11:00', '11:15:00', '11:15:00', '11:20:00']",1,['Van der Madeweg'],3.933333333333333
c907642c-8dbc-11e9-929c-7831c1d08f6a,1,Postjesweg,26,['metro50_1'],Reigersbos,"['Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg', 'Heemstedestraat', 'Station Lelylaan', 'Postjesweg']","['11:00:04', '11:03:00', '11:03:00', '11:29:00']",0,[],2.9166666666666665
c909fcfa-8dbc-11e9-bc78-7831c1d08f6a,3,Europaplein,25.0,"['tram12_1', 'metro52_0']",Van Baerlestraat,"['Van Baerlestraat', 'Rijksmuseum', 'Leidseplein', 'Prinsengracht', 'Keizersgracht', 'Koningsplein', 'Spui', 'Dam', 'Nieuwezijds Kolk', 'Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein']","['11:00:04', '11:48:00', '11:48:00']",1,['Centraal Station'],47.916666666666664
