,class_id,destination,duration,lines,origin,route,timestamps,transfers,transferstations,waiting_time
84af471c-8dd1-11e9-a7ac-7831c1d08f6a,1,Rokin,4,['metro52_0'],Noorderpark,"['Noorderpark', 'Centraal Station', 'Rokin']","['17:00:00', '17:02:00', '17:02:00', '17:06:00']",0,[],2.0
84afeb9a-8dd1-11e9-a3ac-7831c1d08f6a,3,De Pijp,4,['metro52_0'],Rokin,"['Rokin', 'Vijzelgracht', 'De Pijp']","['17:00:00', '17:06:00', '17:06:00', '17:10:00']",0,[],5.983333333333333
84b3c7d8-8dd1-11e9-867a-7831c1d08f6a,2,Nieuwmarkt,1,['metro53_1'],Centraal Station,"['Centraal Station', 'Nieuwmarkt']","['17:00:00', '17:03:00', '17:03:00', '17:04:00']",0,[],2.9833333333333334
84b6924c-8dd1-11e9-92dd-7831c1d08f6a,2,Jan v.Galenstraat,32.0,"['metro53_1', 'metro50_1']",Centraal Station,"['Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg', 'Heemstedestraat', 'Station Lelylaan', 'Postjesweg', 'Jan v.Galenstraat']","['17:00:00', '17:03:00', '17:03:00', '17:15:00', '17:15:00', '17:21:00', '17:21:00', '17:40:00']",1,['Van der Madeweg'],2.9833333333333334
84b95b6c-8dd1-11e9-8f57-7831c1d08f6a,3,Gein,34.0,"['metro52_0', 'metro50_0']",Rokin,"['Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid', 'Station RAI', 'Overamstel', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA', 'Bullewijk', 'Station Holendrecht', 'Reigersbos', 'Gein']","['17:00:01', '17:06:00', '17:06:00', '17:15:00', '17:15:00', '17:17:00', '17:17:00', '17:35:00']",1,['Station Zuid'],5.966666666666667
84b9ec76-8dd1-11e9-ac22-7831c1d08f6a,3,De Pijp,2,['metro52_1'],Europaplein,"['Europaplein', 'De Pijp']","['17:00:01', '17:07:00', '17:07:00', '17:09:00']",0,[],6.966666666666667
84bbb7b8-8dd1-11e9-a131-7831c1d08f6a,1,Nieuwezijds Kolk,8.0,"['metro52_0', 'tram12_0']",Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Nieuwezijds Kolk']","['17:00:01', '17:06:00', '17:06:00', '17:10:00', '17:10:00', '17:11:00', '17:11:00', '17:13:00']",1,['Centraal Station'],5.966666666666667
84bc9854-8dd1-11e9-b8f6-7831c1d08f6a,3,Rokin,8,['metro52_1'],Station Zuid,"['Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin']","['17:00:02', '17:05:00', '17:05:00', '17:13:00']",0,[],4.95
84be6ecc-8dd1-11e9-8058-7831c1d08f6a,1,Marie Heinekenplein,5,['tram24_0'],Roelof Hartplein,"['Roelof Hartplein', 'De Pijp', 'Marie Heinekenplein']","['17:00:02', '17:20:00', '17:20:00', '17:25:00']",0,[],19.95
84c0a8fe-8dd1-11e9-b764-7831c1d08f6a,1,Europaplein,8.0,"['metro50_0', 'metro52_1']",Henk Sneevlietweg,"['Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Europaplein']","['17:00:02', '17:12:00', '17:12:00', '17:17:00', '17:17:00', '17:23:00', '17:23:00', '17:25:00']",1,['Station Zuid'],11.95
84c1871a-8dd1-11e9-9afc-7831c1d08f6a,2,Centraal Station,4.0,"['tram24_1', 'metro52_1']",Dam,"['Dam', 'Rokin', 'Centraal Station']","['17:00:02', '17:06:00', '17:06:00', '17:08:00', '17:08:00', '17:13:00', '17:13:00', '17:15:00']",1,['Rokin'],5.95
84c3da24-8dd1-11e9-8fcc-7831c1d08f6a,3,Strandvliet,11,['metro50_0'],Station Zuid,"['Station Zuid', 'Station RAI', 'Overamstel', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet']","['17:00:03', '17:17:00', '17:17:00', '17:28:00']",0,[],16.933333333333334
84c4e464-8dd1-11e9-9c66-7831c1d08f6a,1,Rokin,21.0,"['metro53_0', 'metro52_0']",Venserpolder,"['Venserpolder', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station', 'Rokin']","['17:00:03', '17:10:00', '17:10:00', '17:24:00', '17:24:00', '17:28:00', '17:28:00', '17:30:00']",1,['Centraal Station'],9.933333333333334
84c64ade-8dd1-11e9-bd6b-7831c1d08f6a,2,Station Zuid,7,['metro52_0'],Vijzelgracht,"['Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid']","['17:00:03', '17:08:00', '17:08:00', '17:15:00']",0,[],7.933333333333334
84c82854-8dd1-11e9-9fb7-7831c1d08f6a,3,Amstelveenseweg,18,['tram24_1'],Vijzelgracht,"['Vijzelgracht', 'Marie Heinekenplein', 'De Pijp', 'Roelof Hartplein', 'Gerrit v.d. Veenstraat', 'Beethovenstraat', 'Minervaplein', 'Olympiaplein', 'Olympiaweg', 'Olympisch stadion', 'IJsbaanpad', 'Amstelveenseweg']","['17:00:04', '17:10:00', '17:10:00', '17:28:00']",0,[],9.916666666666666
84c94a54-8dd1-11e9-9a08-7831c1d08f6a,2,Amstelstation,20.0,"['metro52_1', 'metro53_1']",Station Zuid,"['Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation']","['17:00:04', '17:05:00', '17:05:00', '17:15:00', '17:15:00', '17:23:00', '17:23:00', '17:30:00']",1,['Centraal Station'],4.916666666666667
84c960b6-8dd1-11e9-840e-7831c1d08f6a,1,Station Duivendrecht,10,['metro50_1'],Gein,"['Gein', 'Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht']","['17:00:04', '17:10:00', '17:10:00', '17:20:00']",0,[],9.916666666666666
84ca6736-8dd1-11e9-bb30-7831c1d08f6a,2,Roelof Hartplein,29.0,"['metro52_1', 'tram12_0']",Station Zuid,"['Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station', 'Nieuwezijds Kolk', 'Dam', 'Spui', 'Koningsplein', 'Keizersgracht', 'Prinsengracht', 'Leidseplein', 'Rijksmuseum', 'Van Baerlestraat', 'Museumplein', 'Roelof Hartplein']","['17:00:05', '17:05:00', '17:05:00', '17:15:00', '17:15:00', '17:17:00', '17:17:00', '17:33:00']",1,['Centraal Station'],4.9
84caf0e8-8dd1-11e9-b88e-7831c1d08f6a,3,De Pijp,15.0,"['metro50_1', 'metro52_1']",Station Bijlmer ArenA,"['Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Europaplein', 'De Pijp']","['17:00:05', '17:07:00', '17:07:00', '17:18:00', '17:18:00', '17:23:00', '17:23:00', '17:27:00']",1,['Station Zuid'],6.9
84cbd4c2-8dd1-11e9-9082-7831c1d08f6a,3,Rokin,2,['tram24_1'],Dam,"['Dam', 'Rokin']","['17:00:05', '17:06:00', '17:06:00', '17:08:00']",0,[],5.9
84cdcfac-8dd1-11e9-a3ce-7831c1d08f6a,3,Europaplein,14.0,"['metro50_1', 'metro52_1']",Bullewijk,"['Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Europaplein']","['17:00:05', '17:06:00', '17:06:00', '17:18:00', '17:18:00', '17:23:00', '17:23:00', '17:25:00']",1,['Station Zuid'],5.9
84d0d9c2-8dd1-11e9-add9-7831c1d08f6a,2,Bullewijk,28.0,"['metro52_0', 'metro50_0']",Vijzelgracht,"['Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid', 'Station RAI', 'Overamstel', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA', 'Bullewijk']","['17:00:06', '17:08:00', '17:08:00', '17:15:00', '17:15:00', '17:17:00', '17:17:00', '17:31:00']",1,['Station Zuid'],7.883333333333334
84d34dcc-8dd1-11e9-b510-7831c1d08f6a,1,Noord,7,['metro52_1'],Rokin,"['Rokin', 'Centraal Station', 'Noorderpark', 'Noord']","['17:00:06', '17:13:00', '17:13:00', '17:20:00']",0,[],12.883333333333333
84d4b27a-8dd1-11e9-b6c1-7831c1d08f6a,2,Roelof Hartplein,8,['tram24_1'],Dam,"['Dam', 'Rokin', 'Muntplein', 'Vijzelgracht', 'Marie Heinekenplein', 'De Pijp', 'Roelof Hartplein']","['17:00:06', '17:06:00', '17:06:00', '17:14:00']",0,[],5.883333333333334
