,class_id,destination,duration,lines,origin,route,timestamps,transfers,transferstations,waiting_time
36d596e8-8dd3-11e9-a97e-7831c1d08f6a,1,Noorderpark,10,['metro52_1'],Europaplein,"['Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station', 'Noorderpark']","['17:00:00', '17:07:00', '17:07:00', '17:17:00']",0,[],7.0
36d7c08a-8dd3-11e9-96f5-7831c1d08f6a,3,Noord,3,['metro52_1'],Noorderpark,"['Noorderpark', 'Noord']","['17:00:00', '17:17:00', '17:17:00', '17:20:00']",0,[],16.983333333333334
36da4792-8dd3-11e9-8eac-7831c1d08f6a,2,Henk Sneevlietweg,26.0,"['metro53_1', 'metro50_1']",Centraal Station,"['Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg']","['17:00:00', '17:03:00', '17:03:00', '17:15:00', '17:15:00', '17:21:00', '17:21:00', '17:34:00']",1,['Van der Madeweg'],2.9833333333333334
36dd67a6-8dd3-11e9-85ef-7831c1d08f6a,3,Station Bijlmer ArenA,23.0,"['metro52_0', 'metro50_0']",Europaplein,"['Europaplein', 'Station Zuid', 'Station RAI', 'Overamstel', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA']","['17:00:00', '17:12:00', '17:12:00', '17:15:00', '17:15:00', '17:17:00', '17:17:00', '17:30:00']",1,['Station Zuid'],11.983333333333333
36dfdf4a-8dd3-11e9-abe6-7831c1d08f6a,2,Station Holendrecht,32.0,"['metro52_1', 'metro53_1', 'metro50_0']",Station Zuid,"['Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA', 'Bullewijk', 'Station Holendrecht']","['17:00:01', '17:05:00', '17:05:00', '17:15:00', '17:15:00', '17:23:00', '17:23:00', '17:35:00', '17:35:00', '17:45:00', '17:45:00', '17:52:00']",2,"['Centraal Station', 'Van der Madeweg']",4.966666666666667
36e0cacc-8dd3-11e9-8feb-7831c1d08f6a,2,Waterlooplein,12.0,"['metro52_1', 'metro53_1']",De Pijp,"['De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein']","['17:00:01', '17:09:00', '17:09:00', '17:15:00', '17:15:00', '17:23:00', '17:23:00', '17:26:00']",1,['Centraal Station'],8.966666666666667
36e1f8de-8dd3-11e9-8064-7831c1d08f6a,3,Station Zuid,11,['metro52_0'],Centraal Station,"['Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid']","['17:00:01', '17:04:00', '17:04:00', '17:15:00']",0,[],3.966666666666667
36e30440-8dd3-11e9-af80-7831c1d08f6a,3,Centraal Station,30.0,"['metro50_1', 'metro52_1']",Gein,"['Gein', 'Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station']","['17:00:02', '17:10:00', '17:10:00', '17:28:00', '17:28:00', '17:29:00', '17:29:00', '17:39:00']",1,['Station Zuid'],9.95
36e3e64c-8dd3-11e9-96ad-7831c1d08f6a,3,Vijzelgracht,4,['metro52_0'],Centraal Station,"['Centraal Station', 'Rokin', 'Vijzelgracht']","['17:00:02', '17:04:00', '17:04:00', '17:08:00']",0,[],3.95
36e4f6f6-8dd3-11e9-992c-7831c1d08f6a,1,Rokin,5,['tram24_0'],Marie Heinekenplein,"['Marie Heinekenplein', 'Vijzelgracht', 'Muntplein', 'Rokin']","['17:00:02', '17:25:00', '17:25:00', '17:30:00']",0,[],24.95
36e5fef4-8dd3-11e9-9c66-7831c1d08f6a,1,Rokin,11.0,"['tram12_1', 'tram24_1']",Leidseplein,"['Leidseplein', 'Prinsengracht', 'Keizersgracht', 'Koningsplein', 'Spui', 'Dam', 'Rokin']","['17:00:02', '17:22:00', '17:22:00', '17:28:00', '17:28:00', '17:36:00', '17:36:00', '17:38:00']",1,['Dam'],21.95
36e85546-8dd3-11e9-a1e7-7831c1d08f6a,2,Nieuwmarkt,22.0,"['tram12_1', 'metro53_1']",Museumplein,"['Museumplein', 'Van Baerlestraat', 'Rijksmuseum', 'Leidseplein', 'Prinsengracht', 'Keizersgracht', 'Koningsplein', 'Spui', 'Dam', 'Nieuwezijds Kolk', 'Centraal Station', 'Nieuwmarkt']","['17:00:03', '17:17:00', '17:17:00', '17:31:00', '17:31:00', '17:33:00', '17:33:00', '17:34:00']",1,['Centraal Station'],16.933333333333334
36e95746-8dd3-11e9-9a7f-7831c1d08f6a,2,Rokin,15.0,"['metro50_1', 'metro52_1']",Van der Madeweg,"['Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin']","['17:00:03', '17:11:00', '17:11:00', '17:18:00', '17:18:00', '17:23:00', '17:23:00', '17:31:00']",1,['Station Zuid'],10.933333333333334
36ebd798-8dd3-11e9-8bdf-7831c1d08f6a,1,Bullewijk,14,['metro50_0'],Station Zuid,"['Station Zuid', 'Station RAI', 'Overamstel', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA', 'Bullewijk']","['17:00:03', '17:17:00', '17:17:00', '17:31:00']",0,[],16.933333333333334
36ec5d4c-8dd3-11e9-830f-7831c1d08f6a,1,Centraal Station,6,['metro52_1'],De Pijp,"['De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station']","['17:00:04', '17:09:00', '17:09:00', '17:15:00']",0,[],8.916666666666666
36eef7a8-8dd3-11e9-a273-7831c1d08f6a,1,Noord,7,['metro52_1'],Rokin,"['Rokin', 'Centraal Station', 'Noorderpark', 'Noord']","['17:00:04', '17:13:00', '17:13:00', '17:20:00']",0,[],12.916666666666666
36efd81e-8dd3-11e9-b035-7831c1d08f6a,2,Centraal Station,10,['metro52_1'],Station Zuid,"['Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station']","['17:00:04', '17:05:00', '17:05:00', '17:15:00']",0,[],4.916666666666667
36f147e4-8dd3-11e9-a550-7831c1d08f6a,1,Van der Madeweg,17.0,"['metro52_1', 'metro53_1']",Rokin,"['Rokin', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg']","['17:00:05', '17:13:00', '17:13:00', '17:15:00', '17:15:00', '17:23:00', '17:23:00', '17:35:00']",1,['Centraal Station'],12.9
36f2f406-8dd3-11e9-a9e1-7831c1d08f6a,3,Wibautstraat,13.0,"['metro50_1', 'metro53_0']",Station Duivendrecht,"['Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat']","['17:00:05', '17:10:00', '17:10:00', '17:11:00', '17:11:00', '17:13:00', '17:13:00', '17:18:00']",1,['Van der Madeweg'],9.9
36f3fde8-8dd3-11e9-9cc1-7831c1d08f6a,2,Dam,40.0,"['metro50_0', 'tram24_0']",Jan v.Galenstraat,"['Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'IJsbaanpad', 'Olympisch stadion', 'Olympiaweg', 'Olympiaplein', 'Minervaplein', 'Beethovenstraat', 'Gerrit v.d. Veenstraat', 'Roelof Hartplein', 'De Pijp', 'Marie Heinekenplein', 'Vijzelgracht', 'Muntplein', 'Rokin', 'Dam']","['17:00:05', '17:07:00', '17:07:00', '17:15:00', '17:15:00', '17:19:00', '17:19:00', '17:42:00']",1,['Amstelveenseweg'],6.9
36f52b02-8dd3-11e9-b6ab-7831c1d08f6a,2,Station Zuid,9,['metro52_0'],Rokin,"['Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid']","['17:00:05', '17:06:00', '17:06:00', '17:15:00']",0,[],5.9
36f7f45e-8dd3-11e9-bd5d-7831c1d08f6a,2,Noord,33.0,"['metro52_0', 'tram12_1', 'metro52_1']",Rokin,"['Rokin', 'Vijzelgracht', 'De Pijp', 'Roelof Hartplein', 'Museumplein', 'Van Baerlestraat', 'Rijksmuseum', 'Leidseplein', 'Prinsengracht', 'Keizersgracht', 'Koningsplein', 'Spui', 'Dam', 'Nieuwezijds Kolk', 'Centraal Station', 'Noorderpark', 'Noord']","['17:00:06', '17:06:00', '17:06:00', '17:10:00', '17:10:00', '17:14:00', '17:14:00', '17:31:00', '17:31:00', '17:33:00', '17:33:00', '17:38:00']",2,"['De Pijp', 'Centraal Station']",5.883333333333334
36f96fbe-8dd3-11e9-89e8-7831c1d08f6a,2,Wibautstraat,37.0,"['metro52_0', 'metro50_0', 'metro53_0']",Rokin,"['Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid', 'Station RAI', 'Overamstel', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat']","['17:00:06', '17:06:00', '17:06:00', '17:15:00', '17:15:00', '17:17:00', '17:17:00', '17:25:00', '17:25:00', '17:33:00', '17:33:00', '17:38:00']",2,"['Station Zuid', 'Van der Madeweg']",5.883333333333334
36fa51e8-8dd3-11e9-94df-7831c1d08f6a,1,Centraal Station,10,['metro52_1'],Station Zuid,"['Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station']","['17:00:06', '17:05:00', '17:05:00', '17:15:00']",0,[],4.883333333333334
36fcefcc-8dd3-11e9-88a3-7831c1d08f6a,3,Noord,9,['metro52_1'],Vijzelgracht,"['Vijzelgracht', 'Rokin', 'Centraal Station', 'Noorderpark', 'Noord']","['17:00:07', '17:11:00', '17:11:00', '17:20:00']",0,[],10.866666666666667
3700145e-8dd3-11e9-9fee-7831c1d08f6a,2,VU medisch centrum,28.0,"['metro52_1', 'tram24_1']",Europaplein,"['Europaplein', 'De Pijp', 'Roelof Hartplein', 'Gerrit v.d. Veenstraat', 'Beethovenstraat', 'Minervaplein', 'Olympiaplein', 'Olympiaweg', 'Olympisch stadion', 'IJsbaanpad', 'Amstelveenseweg', 'VU medisch centrum']","['17:00:07', '17:07:00', '17:07:00', '17:09:00', '17:09:00', '17:13:00', '17:13:00', '17:30:00']",1,['De Pijp'],6.866666666666666
37009ef6-8dd3-11e9-b1e8-7831c1d08f6a,2,De Pijp,2,['metro52_1'],Europaplein,"['Europaplein', 'De Pijp']","['17:00:07', '17:07:00', '17:07:00', '17:09:00']",0,[],6.866666666666666
37022318-8dd3-11e9-933b-7831c1d08f6a,1,Noord,11,['metro52_1'],De Pijp,"['De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station', 'Noorderpark', 'Noord']","['17:00:08', '17:09:00', '17:09:00', '17:20:00']",0,[],8.85
3702b2e8-8dd3-11e9-8ad2-7831c1d08f6a,3,De Pijp,15.0,"['metro50_1', 'metro52_1']",Station Bijlmer ArenA,"['Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Europaplein', 'De Pijp']","['17:00:08', '17:07:00', '17:07:00', '17:18:00', '17:18:00', '17:23:00', '17:23:00', '17:27:00']",1,['Station Zuid'],6.85
3705458c-8dd3-11e9-a9aa-7831c1d08f6a,3,Cornelis Troostplein,40.0,"['metro50_0', 'tram24_0', 'tram12_0']",Station Sloterdijk,"['Station Sloterdijk', 'Burg.de Vlugtlaan', 'Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'IJsbaanpad', 'Olympisch stadion', 'Olympiaweg', 'Olympiaplein', 'Minervaplein', 'Beethovenstraat', 'Gerrit v.d. Veenstraat', 'Roelof Hartplein', 'De Pijp', 'Cornelis Troostplein']","['17:00:08', '17:04:00', '17:04:00', '17:15:00', '17:15:00', '17:19:00', '17:19:00', '17:30:00', '17:30:00', '17:33:00', '17:33:00', '17:37:00']",2,"['Amstelveenseweg', 'Roelof Hartplein']",3.85
3706cf74-8dd3-11e9-9586-7831c1d08f6a,1,Noord,11,['metro52_1'],De Pijp,"['De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station', 'Noorderpark', 'Noord']","['17:00:08', '17:09:00', '17:09:00', '17:20:00']",0,[],8.85
37093322-8dd3-11e9-aa0b-7831c1d08f6a,1,Noorderpark,14.0,"['metro53_0', 'metro52_1']",Amstelstation,"['Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station', 'Noorderpark']","['17:00:09', '17:16:00', '17:16:00', '17:24:00', '17:24:00', '17:27:00', '17:27:00', '17:29:00']",1,['Centraal Station'],15.833333333333334
370b24c0-8dd3-11e9-a755-7831c1d08f6a,3,Keizersgracht,23.0,"['metro52_0', 'tram12_1']",Noorderpark,"['Noorderpark', 'Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Roelof Hartplein', 'Museumplein', 'Van Baerlestraat', 'Rijksmuseum', 'Leidseplein', 'Prinsengracht', 'Keizersgracht']","['17:00:09', '17:02:00', '17:02:00', '17:10:00', '17:10:00', '17:14:00', '17:14:00', '17:24:00']",1,['De Pijp'],1.8333333333333333
370d91f6-8dd3-11e9-9266-7831c1d08f6a,1,Noorderpark,4,['metro52_1'],Rokin,"['Rokin', 'Centraal Station', 'Noorderpark']","['17:00:09', '17:13:00', '17:13:00', '17:17:00']",0,[],12.833333333333334
371011cc-8dd3-11e9-9523-7831c1d08f6a,3,Noord,15,['metro52_1'],Station Zuid,"['Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station', 'Noorderpark', 'Noord']","['17:00:10', '17:05:00', '17:05:00', '17:20:00']",0,[],4.816666666666666
37124214-8dd3-11e9-a80b-7831c1d08f6a,3,Nieuwmarkt,1,['metro53_1'],Centraal Station,"['Centraal Station', 'Nieuwmarkt']","['17:00:10', '17:03:00', '17:03:00', '17:04:00']",0,[],2.816666666666667
37142ce6-8dd3-11e9-9f46-7831c1d08f6a,1,Europaplein,8,['metro52_0'],Centraal Station,"['Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein']","['17:00:10', '17:04:00', '17:04:00', '17:12:00']",0,[],3.816666666666667
3716cecc-8dd3-11e9-b28d-7831c1d08f6a,1,Kraaienneststation,25.0,"['metro52_1', 'metro53_1']",Rokin,"['Rokin', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Venserpolder', 'Station Diemen-Zuid', 'Verrijn Stuartweg', 'Station Ganzenhoef', 'Kraaienneststation']","['17:00:10', '17:13:00', '17:13:00', '17:15:00', '17:15:00', '17:23:00', '17:23:00', '17:43:00']",1,['Centraal Station'],12.816666666666666
37188336-8dd3-11e9-b3a2-7831c1d08f6a,3,Rijksmuseum,2,['tram12_1'],Museumplein,"['Museumplein', 'Van Baerlestraat', 'Rijksmuseum']","['17:00:11', '17:17:00', '17:17:00', '17:19:00']",0,[],16.8
371a9e34-8dd3-11e9-9924-7831c1d08f6a,3,Leidseplein,21.0,"['metro52_0', 'tram12_1']",Noorderpark,"['Noorderpark', 'Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Roelof Hartplein', 'Museumplein', 'Van Baerlestraat', 'Rijksmuseum', 'Leidseplein']","['17:00:11', '17:02:00', '17:02:00', '17:10:00', '17:10:00', '17:14:00', '17:14:00', '17:22:00']",1,['De Pijp'],1.8
371c1ca8-8dd3-11e9-9734-7831c1d08f6a,1,Vijzelgracht,4,['metro52_1'],Europaplein,"['Europaplein', 'De Pijp', 'Vijzelgracht']","['17:00:11', '17:07:00', '17:07:00', '17:11:00']",0,[],6.8
371e6eb8-8dd3-11e9-8b80-7831c1d08f6a,2,Muntplein,22.0,"['tram12_0', 'tram24_0']",Koningsplein,"['Koningsplein', 'Keizersgracht', 'Prinsengracht', 'Leidseplein', 'Rijksmuseum', 'Van Baerlestraat', 'Museumplein', 'Roelof Hartplein', 'De Pijp', 'Marie Heinekenplein', 'Vijzelgracht', 'Muntplein']","['17:00:12', '17:12:00', '17:12:00', '17:24:00', '17:24:00', '17:33:00', '17:33:00', '17:39:00']",1,['De Pijp'],11.783333333333333
3720da5e-8dd3-11e9-bbb1-7831c1d08f6a,2,Muntplein,13.0,"['tram24_1', 'metro52_1', 'tram24_1']",Marie Heinekenplein,"['Marie Heinekenplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Muntplein']","['17:00:12', '17:11:00', '17:11:00', '17:13:00', '17:13:00', '17:15:00', '17:15:00', '17:19:00', '17:19:00', '17:28:00', '17:28:00', '17:29:00']",2,"['De Pijp', 'Rokin']",10.783333333333333
3721c202-8dd3-11e9-90e6-7831c1d08f6a,3,Vijzelgracht,6,['metro52_0'],Noorderpark,"['Noorderpark', 'Centraal Station', 'Rokin', 'Vijzelgracht']","['17:00:12', '17:02:00', '17:02:00', '17:08:00']",0,[],1.7833333333333334
37230be4-8dd3-11e9-a26c-7831c1d08f6a,1,Muntplein,5.0,"['metro52_1', 'tram24_1']",De Pijp,"['De Pijp', 'Vijzelgracht', 'Rokin', 'Muntplein']","['17:00:13', '17:09:00', '17:09:00', '17:13:00', '17:13:00', '17:18:00', '17:18:00', '17:19:00']",1,['Rokin'],8.766666666666667
37249b9e-8dd3-11e9-bb56-7831c1d08f6a,1,Station Zuid,21.0,"['tram12_1', 'tram24_1', 'metro52_0']",Koningsplein,"['Koningsplein', 'Spui', 'Dam', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid']","['17:00:13', '17:25:00', '17:25:00', '17:28:00', '17:28:00', '17:36:00', '17:36:00', '17:38:00', '17:38:00', '17:42:00', '17:42:00', '17:51:00']",2,"['Dam', 'Rokin']",24.766666666666666
372684e2-8dd3-11e9-a950-7831c1d08f6a,1,Olympisch stadion,13.0,"['metro52_1', 'tram12_1', 'tram24_1']",Europaplein,"['Europaplein', 'De Pijp', 'Roelof Hartplein', 'Gerrit v.d. Veenstraat', 'Beethovenstraat', 'Minervaplein', 'Olympiaplein', 'Olympiaweg', 'Olympisch stadion']","['17:00:13', '17:07:00', '17:07:00', '17:09:00', '17:09:00', '17:14:00', '17:14:00', '17:15:00', '17:15:00', '17:24:00', '17:24:00', '17:34:00']",2,"['De Pijp', 'Roelof Hartplein']",6.766666666666667
3727ac26-8dd3-11e9-886e-7831c1d08f6a,3,Rokin,40.0,"['metro50_0', 'tram24_0']",Burg.de Vlugtlaan,"['Burg.de Vlugtlaan', 'Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'IJsbaanpad', 'Olympisch stadion', 'Olympiaweg', 'Olympiaplein', 'Minervaplein', 'Beethovenstraat', 'Gerrit v.d. Veenstraat', 'Roelof Hartplein', 'De Pijp', 'Marie Heinekenplein', 'Vijzelgracht', 'Muntplein', 'Rokin']","['17:00:13', '17:05:00', '17:05:00', '17:15:00', '17:15:00', '17:19:00', '17:19:00', '17:40:00']",1,['Amstelveenseweg'],4.766666666666667
3728c3fe-8dd3-11e9-ac3e-7831c1d08f6a,1,Rokin,22.0,"['metro50_1', 'metro52_1']",Station Holendrecht,"['Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin']","['17:00:14', '17:04:00', '17:04:00', '17:18:00', '17:18:00', '17:23:00', '17:23:00', '17:31:00']",1,['Station Zuid'],3.75
3729e068-8dd3-11e9-b8c4-7831c1d08f6a,2,Centraal Station,17.0,"['tram12_0', 'metro52_1']",Rijksmuseum,"['Rijksmuseum', 'Van Baerlestraat', 'Museumplein', 'Roelof Hartplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station']","['17:00:14', '17:17:00', '17:17:00', '17:24:00', '17:24:00', '17:27:00', '17:27:00', '17:33:00']",1,['De Pijp'],16.75
372c65fe-8dd3-11e9-90fe-7831c1d08f6a,1,Noord,20.0,"['metro53_0', 'metro52_1']",Van der Madeweg,"['Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station', 'Noorderpark', 'Noord']","['17:00:14', '17:13:00', '17:13:00', '17:24:00', '17:24:00', '17:27:00', '17:27:00', '17:32:00']",1,['Centraal Station'],12.75
372ce830-8dd3-11e9-ab16-7831c1d08f6a,1,De Pijp,4,['metro52_1'],Station Zuid,"['Station Zuid', 'Europaplein', 'De Pijp']","['17:00:15', '17:05:00', '17:05:00', '17:09:00']",0,[],4.733333333333333
