,class_id,destination,duration,lines,origin,route,timestamps,transfers,transferstations,waiting_time
842b4536-8dde-11e9-a2d7-7831c1d08f6a,2,Rokin,6,['metro52_0'],Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Rokin']","['08:00:00', '08:00:00', '08:00:00', '08:06:00']",0,[],0
842d5cae-8dde-11e9-9694-7831c1d08f6a,1,Station Zuid,7,['metro50_0'],Station Lelylaan,"['Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid']","['08:00:01', '08:10:00', '08:10:00', '08:17:00']",0,[],9.966666666666667
842f1be8-8dde-11e9-938d-7831c1d08f6a,1,Centraal Station,8,['metro53_0'],Amstelstation,"['Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station']","['08:00:02', '08:16:00', '08:16:00', '08:24:00']",0,[],15.95
84312514-8dde-11e9-9454-7831c1d08f6a,1,Centraal Station,10,['metro52_1'],Station Zuid,"['Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station']","['08:00:03', '08:05:00', '08:05:00', '08:15:00']",0,[],4.933333333333334
84325b5a-8dde-11e9-ae41-7831c1d08f6a,2,De Pijp,15.0,"['metro50_1', 'metro52_1']",Station Bijlmer ArenA,"['Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Europaplein', 'De Pijp']","['08:00:04', '08:07:00', '08:07:00', '08:18:00', '08:18:00', '08:23:00', '08:23:00', '08:27:00']",1,['Station Zuid'],6.916666666666667
8433f99c-8dde-11e9-b1e7-7831c1d08f6a,1,Rokin,2,['metro52_0'],Centraal Station,"['Centraal Station', 'Rokin']","['08:00:05', '08:04:00', '08:04:00', '08:06:00']",0,[],3.9
84358348-8dde-11e9-b8df-7831c1d08f6a,1,Station Zuid,13,['metro50_0'],Station Sloterdijk,"['Station Sloterdijk', 'Burg.de Vlugtlaan', 'Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid']","['08:00:06', '08:04:00', '08:04:00', '08:17:00']",0,[],3.8833333333333333
8436b698-8dde-11e9-845d-7831c1d08f6a,3,Station Zuid,15,['metro52_0'],Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid']","['08:00:07', '08:06:00', '08:06:00', '08:21:00']",0,[],5.866666666666666
8438adc0-8dde-11e9-96b1-7831c1d08f6a,3,Wibautstraat,10,['metro53_0'],Station Diemen-Zuid,"['Station Diemen-Zuid', 'Venserpolder', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat']","['08:00:08', '08:08:00', '08:08:00', '08:18:00']",0,[],7.85
843a1782-8dde-11e9-b441-7831c1d08f6a,3,Station Zuid,2,['metro50_1'],Station RAI,"['Station RAI', 'Station Zuid']","['08:00:10', '08:16:00', '08:16:00', '08:18:00']",0,[],15.816666666666666
