,class_id,destination,duration,lines,origin,route,timestamps,transfers,transferstations,waiting_time
d4b8f0c2-8ddc-11e9-8195-7831c1d08f6a,3,De Pijp,2,['metro52_0'],Vijzelgracht,"['Vijzelgracht', 'De Pijp']","['11:00:00', '11:08:00', '11:08:00', '11:10:00']",0,[],8.0
d4bb6546-8ddc-11e9-8ea8-7831c1d08f6a,2,Europaplein,4.0,"['metro50_1', 'metro52_1']",Station RAI,"['Station RAI', 'Station Zuid', 'Europaplein']","['11:00:00', '11:16:00', '11:16:00', '11:18:00', '11:18:00', '11:23:00', '11:23:00', '11:25:00']",1,['Station Zuid'],15.983333333333333
d4bb78ec-8ddc-11e9-8df4-7831c1d08f6a,3,Station Bijlmer ArenA,4,['metro50_1'],Reigersbos,"['Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA']","['11:00:00', '11:03:00', '11:03:00', '11:07:00']",0,[],2.9833333333333334
d4bd8ca4-8ddc-11e9-8cff-7831c1d08f6a,1,Gein,26.0,"['tram12_0', 'metro53_1', 'metro50_0']",De Pijp,"['De Pijp', 'Cornelis Troostplein', 'Scheldestraat', 'Maasstraat', 'Waalstraat', 'Victorieplein', 'Amsteldijk', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA', 'Bullewijk', 'Station Holendrecht', 'Reigersbos', 'Gein']","['11:00:01', '11:54:00', '11:54:00']",2,"['Amstelstation', 'Van der Madeweg']",53.96666666666667
d4c1721a-8ddc-11e9-a001-7831c1d08f6a,3,Gein,27,['metro50_0'],Postjesweg,"['Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Station RAI', 'Overamstel', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA', 'Bullewijk', 'Station Holendrecht', 'Reigersbos', 'Gein']","['11:00:01', '11:08:00', '11:08:00', '11:35:00']",0,[],7.966666666666667
d4c30436-8ddc-11e9-9442-7831c1d08f6a,3,Bullewijk,26.0,"['metro52_0', 'metro50_0']",De Pijp,"['De Pijp', 'Europaplein', 'Station Zuid', 'Station RAI', 'Overamstel', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA', 'Bullewijk']","['11:00:02', '11:10:00', '11:10:00', '11:15:00', '11:15:00', '11:17:00', '11:17:00', '11:31:00']",1,['Station Zuid'],9.95
d4c3ebe4-8ddc-11e9-a62c-7831c1d08f6a,3,Rokin,6,['metro52_0'],Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Rokin']","['11:00:02', '11:06:00', '11:06:00', '11:12:00']",0,[],5.95
d4c58382-8ddc-11e9-924e-7831c1d08f6a,1,Centraal Station,2,['metro52_1'],Rokin,"['Rokin', 'Centraal Station']","['11:00:02', '11:13:00', '11:13:00', '11:15:00']",0,[],12.95
d4c68c46-8ddc-11e9-84dd-7831c1d08f6a,1,Centraal Station,6,['metro52_1'],De Pijp,"['De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station']","['11:00:03', '11:09:00', '11:09:00', '11:15:00']",0,[],8.933333333333334
d4c9a00c-8ddc-11e9-a76b-7831c1d08f6a,1,Spui,30.0,"['metro52_0', 'tram24_0', 'tram12_0']",Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Rokin', 'Dam', 'Spui']","['11:00:03', '11:06:00', '11:06:00', '11:12:00', '11:12:00', '11:30:00', '11:30:00', '11:32:00', '11:32:00', '11:39:00', '11:39:00', '11:41:00']",2,"['Rokin', 'Dam']",5.933333333333334
d4caa77a-8ddc-11e9-a712-7831c1d08f6a,2,Dam,21,['tram24_0'],Olympisch stadion,"['Olympisch stadion', 'Olympiaweg', 'Olympiaplein', 'Minervaplein', 'Beethovenstraat', 'Gerrit v.d. Veenstraat', 'Roelof Hartplein', 'De Pijp', 'Marie Heinekenplein', 'Vijzelgracht', 'Muntplein', 'Rokin', 'Dam']","['11:00:04', '11:11:00', '11:11:00', '11:32:00']",0,[],10.916666666666666
d4cf5e0c-8ddc-11e9-988a-7831c1d08f6a,3,Noord,9,['metro52_1'],Vijzelgracht,"['Vijzelgracht', 'Rokin', 'Centraal Station', 'Noorderpark', 'Noord']","['11:00:04', '11:11:00', '11:11:00', '11:20:00']",0,[],10.916666666666666
d4d37758-8ddc-11e9-84ec-7831c1d08f6a,3,Rokin,6,['metro52_1'],Europaplein,"['Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin']","['11:00:04', '11:07:00', '11:07:00', '11:13:00']",0,[],6.916666666666667
d4d6d024-8ddc-11e9-a060-7831c1d08f6a,3,Gerrit v.d. Veenstraat,27.0,"['metro50_1', 'tram24_0']",Bullewijk,"['Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg', 'IJsbaanpad', 'Olympisch stadion', 'Olympiaweg', 'Olympiaplein', 'Minervaplein', 'Beethovenstraat', 'Gerrit v.d. Veenstraat']","['11:00:05', '11:06:00', '11:06:00', '11:21:00', '11:21:00', '11:29:00', '11:29:00', '11:38:00']",1,['Amstelveenseweg'],5.9
d4d8afe8-8ddc-11e9-bfa4-7831c1d08f6a,3,Waterlooplein,21.0,"['metro50_1', 'metro53_0']",Bullewijk,"['Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein']","['11:00:05', '11:06:00', '11:06:00', '11:11:00', '11:11:00', '11:13:00', '11:13:00', '11:22:00']",1,['Van der Madeweg'],5.9
d4d9ba98-8ddc-11e9-b6eb-7831c1d08f6a,2,Centraal Station,28,['tram24_0'],VU medisch centrum,"['VU medisch centrum', 'Amstelveenseweg', 'IJsbaanpad', 'Olympisch stadion', 'Olympiaweg', 'Olympiaplein', 'Minervaplein', 'Beethovenstraat', 'Gerrit v.d. Veenstraat', 'Roelof Hartplein', 'De Pijp', 'Marie Heinekenplein', 'Vijzelgracht', 'Muntplein', 'Rokin', 'Dam', 'Centraal Station']","['11:00:06', '11:07:00', '11:07:00', '11:35:00']",0,[],6.883333333333334
d4dcc8ba-8ddc-11e9-a1d7-7831c1d08f6a,1,Bullewijk,30.0,"['metro52_0', 'metro50_0']",Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid', 'Station RAI', 'Overamstel', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA', 'Bullewijk']","['11:00:06', '11:06:00', '11:06:00', '11:21:00', '11:21:00', '11:27:00', '11:27:00', '11:41:00']",1,['Station Zuid'],5.883333333333334
d4de0c54-8ddc-11e9-a774-7831c1d08f6a,3,Vijzelgracht,6,['metro52_1'],Station Zuid,"['Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht']","['11:00:07', '11:05:00', '11:05:00', '11:11:00']",0,[],4.866666666666666
d4e0e0d2-8ddc-11e9-869e-7831c1d08f6a,3,Reigersbos,16.0,"['metro53_1', 'metro50_0']",Spaklerweg,"['Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA', 'Bullewijk', 'Station Holendrecht', 'Reigersbos']","['11:00:07', '11:13:00', '11:13:00', '11:15:00', '11:15:00', '11:25:00', '11:25:00', '11:34:00']",1,['Van der Madeweg'],12.866666666666667
d4e2fe62-8ddc-11e9-8c7a-7831c1d08f6a,2,Koningsplein,41.0,"['tram24_1', 'tram12_1']",Muntplein,"['Muntplein', 'Vijzelgracht', 'Marie Heinekenplein', 'De Pijp', 'Roelof Hartplein', 'Museumplein', 'Van Baerlestraat', 'Rijksmuseum', 'Leidseplein', 'Prinsengracht', 'Keizersgracht', 'Koningsplein']","['11:00:07', '11:09:00', '11:09:00', '11:13:00', '11:13:00', '11:44:00', '11:44:00', '11:55:00']",1,['De Pijp'],8.866666666666667
d4e63334-8ddc-11e9-ab14-7831c1d08f6a,1,Noorderpark,14.0,"['tram12_1', 'metro52_1']",Leidseplein,"['Leidseplein', 'Prinsengracht', 'Keizersgracht', 'Koningsplein', 'Spui', 'Dam', 'Nieuwezijds Kolk', 'Centraal Station', 'Noorderpark']","['11:00:08', '11:52:00', '11:52:00']",1,['Centraal Station'],51.85
d4e72c08-8ddc-11e9-9c25-7831c1d08f6a,1,Centraal Station,19.0,"['metro50_1', 'metro52_1']",Strandvliet,"['Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station']","['11:00:08', '11:09:00', '11:09:00', '11:18:00', '11:18:00', '11:23:00', '11:23:00', '11:33:00']",1,['Station Zuid'],8.85
d4e80768-8ddc-11e9-bfb9-7831c1d08f6a,2,Rokin,22.0,"['metro53_1', 'metro50_1', 'metro52_1']",Amstelstation,"['Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin']","['11:00:09', '11:10:00', '11:10:00', '11:15:00', '11:15:00', '11:21:00', '11:21:00', '11:28:00', '11:28:00', '11:29:00', '11:29:00', '11:37:00']",2,"['Van der Madeweg', 'Station Zuid']",9.833333333333334
d4e9ccba-8ddc-11e9-aa57-7831c1d08f6a,3,Leidseplein,19,['tram12_1'],Amstelstation,"['Amstelstation', 'Amsteldijk', 'Victorieplein', 'Waalstraat', 'Maasstraat', 'Scheldestraat', 'Cornelis Troostplein', 'De Pijp', 'Roelof Hartplein', 'Museumplein', 'Van Baerlestraat', 'Rijksmuseum', 'Leidseplein']","['11:00:09', '11:33:00', '11:33:00', '11:52:00']",0,[],32.833333333333336
d4eb3690-8ddc-11e9-82a4-7831c1d08f6a,3,Centraal Station,8,['metro52_1'],Europaplein,"['Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station']","['11:00:09', '11:07:00', '11:07:00', '11:15:00']",0,[],6.833333333333333
