,class_id,destination,duration,lines,origin,route,timestamps,transfers,transferstations,waiting_time
cf248d40-8dd9-11e9-8bf3-7831c1d08f6a,2,Rokin,6,['metro52_1'],Europaplein,"['Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin']","['14:00:00', '14:07:00', '14:07:00', '14:13:00']",0,[],7.0
cf29a674-8dd9-11e9-92cc-7831c1d08f6a,3,Museumplein,52.0,"['metro50_0', 'tram24_0', 'tram12_0']",Heemstedestraat,"['Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'IJsbaanpad', 'Olympisch stadion', 'Olympiaweg', 'Olympiaplein', 'Minervaplein', 'Beethovenstraat', 'Gerrit v.d. Veenstraat', 'Roelof Hartplein', 'De Pijp', 'Marie Heinekenplein', 'Vijzelgracht', 'Muntplein', 'Rokin', 'Dam', 'Spui', 'Koningsplein', 'Keizersgracht', 'Prinsengracht', 'Leidseplein', 'Rijksmuseum', 'Van Baerlestraat', 'Museumplein']","['14:00:00', '14:11:00', '14:11:00', '14:15:00', '14:15:00', '14:19:00', '14:19:00', '14:42:00', '14:42:00', '14:45:00', '14:45:00', '14:56:00']",2,"['Amstelveenseweg', 'Dam']",10.983333333333333
cf3dcd9e-8dd9-11e9-ab0b-7831c1d08f6a,2,Bullewijk,19,['metro50_0'],Henk Sneevlietweg,"['Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Station RAI', 'Overamstel', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA', 'Bullewijk']","['14:00:00', '14:12:00', '14:12:00', '14:31:00']",0,[],11.983333333333333
cf49e252-8dd9-11e9-a0ac-7831c1d08f6a,3,Rokin,8,['metro52_1'],Station Zuid,"['Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin']","['14:00:00', '14:05:00', '14:05:00', '14:13:00']",0,[],4.983333333333333
cf51938a-8dd9-11e9-9af1-7831c1d08f6a,2,Rokin,23.0,"['metro53_1', 'tram12_1', 'metro52_1']",Centraal Station,"['Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Amsteldijk', 'Victorieplein', 'Waalstraat', 'Maasstraat', 'Scheldestraat', 'Cornelis Troostplein', 'De Pijp', 'Vijzelgracht', 'Rokin']","['14:00:01', '14:03:00', '14:03:00', '14:10:00', '14:10:00', '14:15:00', '14:15:00', '14:26:00', '14:26:00', '14:27:00', '14:27:00', '14:31:00']",2,"['Amstelstation', 'De Pijp']",2.966666666666667
cf531138-8dd9-11e9-ba58-7831c1d08f6a,3,De Pijp,6.0,"['metro50_1', 'metro52_1']",Station RAI,"['Station RAI', 'Station Zuid', 'Europaplein', 'De Pijp']","['14:00:01', '14:16:00', '14:16:00', '14:18:00', '14:18:00', '14:23:00', '14:23:00', '14:27:00']",1,['Station Zuid'],15.966666666666667
cf586728-8dd9-11e9-bb38-7831c1d08f6a,2,Henk Sneevlietweg,22.0,"['metro53_1', 'metro50_1']",Weesperplein,"['Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg']","['14:00:01', '14:07:00', '14:07:00', '14:15:00', '14:15:00', '14:21:00', '14:21:00', '14:34:00']",1,['Van der Madeweg'],6.966666666666667
cf5a87e2-8dd9-11e9-980f-7831c1d08f6a,3,Centraal Station,30.0,"['metro50_1', 'metro52_1']",Gein,"['Gein', 'Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station']","['14:00:02', '14:10:00', '14:10:00', '14:28:00', '14:28:00', '14:29:00', '14:29:00', '14:39:00']",1,['Station Zuid'],9.95
cf5bd8e2-8dd9-11e9-a1ea-7831c1d08f6a,2,Centraal Station,46.0,"['metro50_0', 'tram24_0']",Station Sloterdijk,"['Station Sloterdijk', 'Burg.de Vlugtlaan', 'Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'IJsbaanpad', 'Olympisch stadion', 'Olympiaweg', 'Olympiaplein', 'Minervaplein', 'Beethovenstraat', 'Gerrit v.d. Veenstraat', 'Roelof Hartplein', 'De Pijp', 'Marie Heinekenplein', 'Vijzelgracht', 'Muntplein', 'Rokin', 'Dam', 'Centraal Station']","['14:00:02', '14:04:00', '14:04:00', '14:15:00', '14:15:00', '14:19:00', '14:19:00', '14:45:00']",1,['Amstelveenseweg'],3.95
cf5dbd40-8dd9-11e9-ade0-7831c1d08f6a,3,Rokin,19.0,"['metro50_1', 'metro52_1']",Station Bijlmer ArenA,"['Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin']","['14:00:02', '14:07:00', '14:07:00', '14:18:00', '14:18:00', '14:23:00', '14:23:00', '14:31:00']",1,['Station Zuid'],6.95
cf601888-8dd9-11e9-ae5f-7831c1d08f6a,1,Station Zuid,17.0,"['metro53_0', 'metro52_0']",Nieuwmarkt,"['Nieuwmarkt', 'Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid']","['14:00:03', '14:23:00', '14:23:00', '14:24:00', '14:24:00', '14:28:00', '14:28:00', '14:39:00']",1,['Centraal Station'],22.933333333333334
cf6577e2-8dd9-11e9-a83b-7831c1d08f6a,2,Nieuwezijds Kolk,13.0,"['metro52_1', 'tram12_0']",Europaplein,"['Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station', 'Nieuwezijds Kolk']","['14:00:03', '14:07:00', '14:07:00', '14:15:00', '14:15:00', '14:17:00', '14:17:00', '14:19:00']",1,['Centraal Station'],6.933333333333334
cf66ec58-8dd9-11e9-acef-7831c1d08f6a,3,Rijksmuseum,5,['tram12_1'],De Pijp,"['De Pijp', 'Roelof Hartplein', 'Museumplein', 'Van Baerlestraat', 'Rijksmuseum']","['14:00:03', '14:14:00', '14:14:00', '14:19:00']",0,[],13.933333333333334
cf685eda-8dd9-11e9-93f3-7831c1d08f6a,1,Vijzelgracht,15,['tram24_0'],Olympisch stadion,"['Olympisch stadion', 'Olympiaweg', 'Olympiaplein', 'Minervaplein', 'Beethovenstraat', 'Gerrit v.d. Veenstraat', 'Roelof Hartplein', 'De Pijp', 'Marie Heinekenplein', 'Vijzelgracht']","['14:00:04', '14:11:00', '14:11:00', '14:26:00']",0,[],10.916666666666666
cf694f18-8dd9-11e9-8b40-7831c1d08f6a,1,Waterlooplein,12.0,"['metro52_1', 'metro53_1']",De Pijp,"['De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein']","['14:00:04', '14:09:00', '14:09:00', '14:15:00', '14:15:00', '14:23:00', '14:23:00', '14:26:00']",1,['Centraal Station'],8.916666666666666
cf6ac788-8dd9-11e9-a242-7831c1d08f6a,1,Prinsengracht,9.0,"['tram24_0', 'tram12_0']",Rokin,"['Rokin', 'Dam', 'Spui', 'Koningsplein', 'Keizersgracht', 'Prinsengracht']","['14:00:04', '14:30:00', '14:30:00', '14:32:00', '14:32:00', '14:33:00', '14:33:00', '14:38:00']",1,['Dam'],29.916666666666668
cf6bfcd4-8dd9-11e9-a777-7831c1d08f6a,2,Station Zuid,11.0,"['tram24_0', 'metro52_0']",Beethovenstraat,"['Beethovenstraat', 'Gerrit v.d. Veenstraat', 'Roelof Hartplein', 'De Pijp', 'Europaplein', 'Station Zuid']","['14:00:05', '14:17:00', '14:17:00', '14:23:00', '14:23:00', '14:28:00', '14:28:00', '14:33:00']",1,['De Pijp'],16.9
cf6cfef4-8dd9-11e9-a34a-7831c1d08f6a,3,Centraal Station,4,['metro52_1'],Vijzelgracht,"['Vijzelgracht', 'Rokin', 'Centraal Station']","['14:00:05', '14:11:00', '14:11:00', '14:15:00']",0,[],10.9
cf6f5b74-8dd9-11e9-ad66-7831c1d08f6a,3,Amstelveenseweg,19,['tram24_1'],Muntplein,"['Muntplein', 'Vijzelgracht', 'Marie Heinekenplein', 'De Pijp', 'Roelof Hartplein', 'Gerrit v.d. Veenstraat', 'Beethovenstraat', 'Minervaplein', 'Olympiaplein', 'Olympiaweg', 'Olympisch stadion', 'IJsbaanpad', 'Amstelveenseweg']","['14:00:05', '14:09:00', '14:09:00', '14:28:00']",0,[],8.9
cf71dd1e-8dd9-11e9-92df-7831c1d08f6a,1,Noord,7,['metro52_1'],Rokin,"['Rokin', 'Centraal Station', 'Noorderpark', 'Noord']","['14:00:06', '14:13:00', '14:13:00', '14:20:00']",0,[],12.883333333333333
cf725502-8dd9-11e9-86a6-7831c1d08f6a,2,De Pijp,23.0,"['tram12_1', 'tram24_1']",Roelof Hartplein,"['Roelof Hartplein', 'Museumplein', 'Van Baerlestraat', 'Rijksmuseum', 'Leidseplein', 'Prinsengracht', 'Keizersgracht', 'Koningsplein', 'Spui', 'Dam', 'Rokin', 'Muntplein', 'Vijzelgracht', 'Marie Heinekenplein', 'De Pijp']","['14:00:06', '14:15:00', '14:15:00', '14:28:00', '14:28:00', '14:36:00', '14:36:00', '14:43:00']",1,['Dam'],14.883333333333333
cf743234-8dd9-11e9-a3ec-7831c1d08f6a,2,Station Diemen-Zuid,3,['metro53_1'],Van der Madeweg,"['Van der Madeweg', 'Venserpolder', 'Station Diemen-Zuid']","['14:00:06', '14:15:00', '14:15:00', '14:18:00']",0,[],14.883333333333333
cf76e8cc-8dd9-11e9-ba91-7831c1d08f6a,3,Station Duivendrecht,26.0,"['metro52_0', 'metro50_0']",Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid', 'Station RAI', 'Overamstel', 'Van der Madeweg', 'Station Duivendrecht']","['14:00:07', '14:06:00', '14:06:00', '14:21:00', '14:21:00', '14:27:00', '14:27:00', '14:37:00']",1,['Station Zuid'],5.866666666666666
cf794f92-8dd9-11e9-9fa7-7831c1d08f6a,1,Bullewijk,14,['metro50_0'],Station Zuid,"['Station Zuid', 'Station RAI', 'Overamstel', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA', 'Bullewijk']","['14:00:07', '14:17:00', '14:17:00', '14:31:00']",0,[],16.866666666666667
cf7ab3a8-8dd9-11e9-a302-7831c1d08f6a,1,Station Zuid,12,['metro50_1'],Bullewijk,"['Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid']","['14:00:07', '14:06:00', '14:06:00', '14:18:00']",0,[],5.866666666666666
cf7bbef8-8dd9-11e9-82e8-7831c1d08f6a,3,Centraal Station,21,['metro53_0'],Gaasperplas,"['Gaasperplas', 'Kraaienneststation', 'Station Ganzenhoef', 'Verrijn Stuartweg', 'Station Diemen-Zuid', 'Venserpolder', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station']","['14:00:07', '14:03:00', '14:03:00', '14:24:00']",0,[],2.8666666666666667
cf7dab50-8dd9-11e9-9ad4-7831c1d08f6a,2,Europaplein,6,['metro52_0'],Rokin,"['Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein']","['14:00:08', '14:06:00', '14:06:00', '14:12:00']",0,[],5.85
cf802c74-8dd9-11e9-b3eb-7831c1d08f6a,2,Station Diemen-Zuid,27.0,"['tram24_1', 'metro52_1', 'metro53_1']",Dam,"['Dam', 'Rokin', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Venserpolder', 'Station Diemen-Zuid']","['14:00:08', '14:06:00', '14:06:00', '14:08:00', '14:08:00', '14:13:00', '14:13:00', '14:15:00', '14:15:00', '14:23:00', '14:23:00', '14:38:00']",2,"['Rokin', 'Centraal Station']",5.85
