,class_id,destination,duration,lines,origin,route,timestamps,transfers,transferstations,waiting_time
43ece962-8ddf-11e9-80b7-7831c1d08f6a,2,Centraal Station,16,['metro53_0'],Station Diemen-Zuid,"['Station Diemen-Zuid', 'Venserpolder', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station']","['08:00:00', '08:08:00', '08:08:00', '08:24:00']",0,[],8.0
43ef16ae-8ddf-11e9-bf55-7831c1d08f6a,2,Europaplein,12,['metro52_0'],Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein']","['08:00:01', '08:06:00', '08:06:00', '08:18:00']",0,[],5.966666666666667
43f09092-8ddf-11e9-b032-7831c1d08f6a,3,Spaklerweg,14.0,"['metro50_1', 'metro53_0']",Bullewijk,"['Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg']","['08:00:02', '08:06:00', '08:06:00', '08:11:00', '08:11:00', '08:13:00', '08:13:00', '08:15:00']",1,['Van der Madeweg'],5.95
43f16850-8ddf-11e9-9b97-7831c1d08f6a,3,Dam,2,['tram24_1'],Centraal Station,"['Centraal Station', 'Dam']","['08:00:03', '08:04:00', '08:04:00', '08:06:00']",0,[],3.933333333333333
43f2c506-8ddf-11e9-b786-7831c1d08f6a,2,Station Zuid,12,['metro50_1'],Bullewijk,"['Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid']","['08:00:04', '08:06:00', '08:06:00', '08:18:00']",0,[],5.916666666666667
43f47286-8ddf-11e9-8660-7831c1d08f6a,1,Gerrit v.d. Veenstraat,14.0,"['metro52_0', 'tram24_1']",Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Roelof Hartplein', 'Gerrit v.d. Veenstraat']","['08:00:05', '08:06:00', '08:06:00', '08:16:00', '08:16:00', '08:23:00', '08:23:00', '08:25:00']",1,['De Pijp'],5.9
43f59cb8-8ddf-11e9-a19a-7831c1d08f6a,3,Amstelstation,18.0,"['metro50_1', 'metro53_0']",Reigersbos,"['Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation']","['08:00:06', '08:03:00', '08:03:00', '08:11:00', '08:11:00', '08:13:00', '08:13:00', '08:16:00']",1,['Van der Madeweg'],2.8833333333333333
43f8fdb8-8ddf-11e9-bc5a-7831c1d08f6a,2,Jan v.Galenstraat,27.0,"['metro53_1', 'metro50_1']",Wibautstraat,"['Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg', 'Heemstedestraat', 'Station Lelylaan', 'Postjesweg', 'Jan v.Galenstraat']","['08:00:07', '08:08:00', '08:08:00', '08:15:00', '08:15:00', '08:21:00', '08:21:00', '08:40:00']",1,['Van der Madeweg'],7.866666666666666
43faa9cc-8ddf-11e9-a203-7831c1d08f6a,1,Amstelveenseweg,15,['metro50_1'],Bullewijk,"['Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg']","['08:00:08', '08:06:00', '08:06:00', '08:21:00']",0,[],5.85
43fbcf18-8ddf-11e9-ace7-7831c1d08f6a,2,Dam,43.0,"['metro50_1', 'tram24_0']",Station Holendrecht,"['Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg', 'IJsbaanpad', 'Olympisch stadion', 'Olympiaweg', 'Olympiaplein', 'Minervaplein', 'Beethovenstraat', 'Gerrit v.d. Veenstraat', 'Roelof Hartplein', 'De Pijp', 'Marie Heinekenplein', 'Vijzelgracht', 'Muntplein', 'Rokin', 'Dam']","['08:00:10', '08:04:00', '08:04:00', '08:21:00', '08:21:00', '08:29:00', '08:29:00', '08:52:00']",1,['Amstelveenseweg'],3.816666666666667
